,text,voice_id,is_correct
2453,Qisqa muddatlarda kuz-qish mavsumida muqobil yoqilg‘i turlaridan foydalanishni amalga oshirish ko‘zda tutilgan.,AwACAgIAAxkBAAJi8mAzgdhLDthbIb1CA9x37TVxQmQfAAJYCwACMbKhSQdocpl-SES0HgQ,True
2454,Birortalari ham bironta podsho huzurida bo‘lmagan,AwACAgIAAxkBAAJjMmAzgqb2TXqzHilSaKzgv1I8oobAAAJnCwACMbKhSZDHmYgIKAw-HgQ,True
2455,Ijtimoiy va gumanitar fanlar nihoyatda zarur - ayniqsa aniq fan o’qiydiganlarga.,AwACAgIAAxkBAAJ3umAztqdZQvwEofxMn6T0tVG8fbQ4AAIvDAACRuKZSXj1Pe3AGqR9HgQ,True
2456,"Koʻrgani kelmasa, men ham uning  ziyoratiga bormayman",AwACAgIAAxkBAAKKymAz6T1LjA76qAyNBncqEt5u49yZAAISDwAC-gWhScJITHYkSV7aHgQ,True
2457,"Importga boj qo’yish, eksportga to’siq qilishga teng bo’lgani kabi.",AwACAgIAAxkBAAEBkcVgN8H_iIDpVtRZe9ZkburK0qcRkgACRw4AAmkfuEnz_kZr5mSPAAEeBA,True
2458,Qoidalarni va nazariyalarni ayniqsa ularni buzadiganlar yaxshi bilishi kerak.,AwACAgIAAxkBAAKMYmAz7JnAvpg_w0217Nglaaenrcm3AAKWDQAC1C-hSfCShu2AlEEtHgQ,True
2459,Dunyodagi eng muqaddas narsalardan biri bu erkinlikdir,AwACAgIAAxkBAAKZZmA0BL79QuyUWEbhUan5cgXeRVXaAAIREAAC_I2gSTarzZ0Ohf3FHgQ,True
2460,"Dastur haqida fikringizni izoh qilib qoldiring, tanqidmi, maqtovmi eshitishga tayyorman.",AwACAgIAAxkBAAKPKmAz8ebzT1XM0w8eDtckXc5cFcz_AALDDQACmmSgSZ2RroD9MRN5HgQ,True
2461,Maqtovlardan mag‘rurlanish nafsni buzadi,AwACAgIAAxkBAAKXD2Az_8fPlzBF16c0i2rW4AnjvPPUAAK6DwAC_I2gSclEXREG8Q6vHgQ,True
2462,Biroq qayg‘uli voqealar shundan keyin boshlanadi,AwACAgIAAxkBAAJ4emAzt5VmdAX-Afv9H9x595mrNtRTAALbCwACqxugSTnN3a8oLrv7HgQ,False
2463,"Vaqtingizni devorga urib, undan eshik paydo qilishga sarflamang",AwACAgIAAxkBAAKNamAz7ta0sm9GwAsM1U7IHh435tQPAAKNDwAC-gWhSdeEpSJ_b1LeHgQ,False
2464,"Bozor biror narsani taqsmilasa, uni yetishmovchiligi kuzatilmaydi",AwACAgIAAxkBAAKXimA0AAGmIog3974Dv9Maxf_NZi-FzgACNQkAAnIRoEkkYA5rp0j3Yh4E,False
2465,Men uchun yozish bu fikrlashning bir turi. Men yozganimda koʻp fikrlayman.,AwACAgIAAxkBAAKYfGA0AlzPLu0BCuW7goclQ4oJpv7KAAJjCQACchGgSWX1MiTzU_3JHgQ,False
2466,Suhbat juda ochiq va samimiy boʻldi.,AwACAgIAAxkBAAKYu2A0AshWy49Wvyu4_Fqf5bf4TZzzAAJtCQACchGgScY8n15jkpyuHgQ,False
2467,Olomon qurol-aslaha omborlariga hujum qiladi,AwACAgIAAxkBAAKaJWA0Bq2JRUOoOk98Y5OCpCR62Y7CAAJhCgACXKOhSYiC68tjDBEVHgQ,False
2468,Cheklovlar kompaniyaning bulutli xizmatlariga ko‘proq samarali bo‘lgan.,AwACAgIAAxkBAAKa5WA0CZGz5P2i9jgikvCDw7KBTzlaAAK-CQACchGgSRZdxsS6nxF-HgQ,False
2469,Siz baribir o'sha insondek bo'lolmaysiz.,AwACAgEAAxkBAAKbjWA0bV-W9S9UtlXgrXcHvf_zlELBAAI8AQACBfKgRYh45ht0xm8WHgQ,False
2470,Kinematik sxema va uni boshqaradigan elastik boshqaruv dasturini ishlab chiqyapmiz.,AwACAgIAAxkBAAIMMl-iXua5-DRFexBArbKWXTp6DpaYAAKlCgACts8RSeAJAAEBPs_3ix4E,False
2471,Ezgulik daryosi nima,AwACAgIAAxkBAAIb_V-lJzBicc7IPzWYNAt0xV6lYybMAAIyCwACt4owSRjOY20P6jgdHgQ,False
2472,U orqali Siz dunyoning ixtiyoriy nuqtasidagi elektron kutubxona ma`lumotlaridan foydalana olishingiz mumkin.,AwACAgIAAxkBAAIDr1-g9ZzEXMi8j1CUcYBGCuCVij2QAAInCQAC2_QISafFwCSNXkDAHgQ,False
2473,"Qayd etish lozim, markaziy dehqon bozorlarida mahalliy hokimiyat rahbarlarining narxlarni tartibga solishga urinishi davom etmoqda.",AwACAgIAAxkBAAIbY1-lJEKpG-8NryltQL53rcQhYd1kAAKrCAACv-IpSbHsAcmqFNmTHgQ,False
2474,Bu kutubxonaning elektron shaklidir.,AwACAgIAAxkBAAJI7mApdxyZ0soBQ7g4u8oMkVB4RzW-AAIlDgACYQRJSafNi_r-HnBJHgQ,False
2475,Pomidor va bodring ayrim hududlar markazlarida keskin qimmatlagan.,AwACAgIAAxkBAAJhkmAzdjXQMQ5ZJxNGSf-H55H9T-AwAAL5CgACFcqhSfBUr9TAoxXgHgQ,False
2476,Mazkur iltimosnoma yuzasidan taraflar fikri so‘ralgach,AwACAgIAAxkBAAJigmAzfTHvjaRGnufl7PaoGlnri5lDAALYCwACFzCYSarxJNavDYUwHgQ,False
2477,Odamlarning tabaqaga bo‘linishi bekor qilinadi,AwACAgIAAxkBAAJjNmAzgqxkk6bfHOg9hgJXcAnF_GrgAAJoCwACMbKhSZhEVNsNicgbHgQ,False
2478,Qirol islohotlarni bekor qiladi,AwACAgIAAxkBAAJfiGAzb8UBo785ppOKFa84O6L8qlybAAJ6CQACQh-ZSfvsTHhTbBODHgQ,False
2479,Ustigа kichkinаginа bir to‘shаkni yoydi,AwACAgIAAxkBAAJiCmAzdzyRMNLwTC4zSxrpBn8DhP7_AAIrCwACFcqhSStEPmFob_esHgQ,False
2480,U xotiniga sadoqatli chiqib qoldi,AwACAgIAAxkBAAJ3gmAztm8bJIcrWD0QOOG_ofbWS7OAAAKvCwACqxugSeHB-Yb1Su1sHgQ,False
2481,kuz-qish davri boshlanishi arafasida tegishli bildirishnomalarni olgani aytiladi,AwACAgIAAxkBAAKWgmAz_s-EE1TdVAS6-eQD2SLtneaAAALfCwACtPShSW4MzPPig6AmHgQ,False
2482,"Elektron kutubxonada javonlar vazifasini jildlar, kitoblar vazifasini esa Internet saxifalari bajaradi.",AwACAgIAAxkBAAJVpmAzU7UWydwh54LPKRzFxqLh5Z0MAAIkCgACG4WYSRvagyDthHnYHgQ,False
2483,"Inson o‘z kuchidan foydalanmaguncha, nimaga qodirligini bilmaydi.",AwACAgEAAxkBAAKbm2A0bc3r2orWTbKnn36vmHIUTVyUAAJFAQACBfKgRa2rqKJblupBHgQ,False
2484,o'nta so'zli chiroyli gap bo'lishi mumkin edi.,AwACAgIAAxkBAAKN62Az77nmEgW7E0rMoKfzZCJNR0TBAAKSDQACmmSgSXZ2FviTcBnSHgQ,False
2485,Azob-uqubatlar har birimiz uchun shaxsiy tanlovdir,AwACAgIAAxkBAAKN6mAz77kAASqTXozC_A4LF3zqR2ztkAACuA8AAvoFoUly_cg0li2Q3x4E,True
2486,Oʻqish — bu vaqt sarflash emas. Oʻqish — harakat qilish,AwACAgIAAxkBAAKOKmAz8BYoIgWIER-qnu5pEscZ2yMFAALJDwAC-gWhSajZNptaVOF-HgQ,True
2487,Pul bu kuch,AwACAgIAAxkBAAKPamAz8jX4LOKxBAaG_VqkgcDw5i6YAAK-DgAC_I2gSc1SOb-QzUzBHgQ,True
2488,"Yuqoridagi uchlik haqida ko‘plab videolavhalar tarqalgan bo‘lsa-da, ular tarixdagi yirik zilzilalar oldida ancha xavfsiz kechgani seziladi.",AwACAgIAAxkBAAKWj2Az_uUMamA51MFGEsGj9xdfNQoLAALjCgACzOOhSVTjfydQAAGXSB4E,True
2489,Hali ham yosh bola ekansan.,AwACAgIAAxkBAAKWz2Az_0GsAVvxrX4jLsGqd7mAfOUhAAKzDwAC_I2gSZqogvHuc4mXHgQ,True
2490,Siz ham roʻyxatdan oʻting. Doʻstlaringiz bilan boʻlishing.,AwACAgIAAxkBAAKYBGA0AU_6yDZQ6-KW3a0jPDn2rmEqAAITDgAChf2gSb64j8QzqR0HHgQ,True
2491,Shu haqida oxirigi bir necha oy yozmay qo’yuvdim.,AwACAgIAAxkBAAKY-GA0A1Sv7WQBvfTtlclIeWWTnpgvAALxDwAC_I2gSRzWZsllqrqJHgQ,True
2492,Hali hech narsa aniq emas,AwACAgIAAxkBAAKZMmA0BBJJw4FdATzD1NwSFd8B2M2QAAICEAAC_I2gSR84v2fOW2ajHgQ,True
2493,Yana bir qulay tomoni zarur ma`lumot nusxasini ko`chirib olishingiz mumkin.,AwACAgIAAxkBAAKZpWA0BYZN_9BOWu0Bw3sm2_d6cFWCAAJICgACXKOhSXs6sh5GTbB9HgQ,True
2494,Va ayollar ham uni yoqtirardi,AwACAgIAAxkBAAKaZWA0B2TO0jUGcaDvFq-KkrK4zbLvAAJ-CgACXKOhSTfJipLeQn1xHgQ,True
2495,Men bir narsani tushunmayman,AwACAgIAAxkBAAKapWA0CDwJWlTH9itSq3zKWbrGC081AAKgCgACXKOhSQ5sqZ7Fdhz6HgQ,True
2496,shartlari ham shu yerda aytiladi,AwACAgIAAxkBAAKcC2A0cRL6ItrJL95nhtWwdBH003V-AAJlCQACGRSoSe9ll7rNSnw5HgQ,True
2497,"Hech qachon, taslim bo'lmaslik uchun sizning ichingizda so'nmas olov bo'lishi kerak",AwACAgIAAxkBAAKcymA0chmGYX2XVLAhSlsAAfhzMKzsfQACgwkAAhkUqEnim2VpPEKuHh4E,True
2498,Assalomu alaykum,AwACAgIAAxkBAAIWIF-j2gNwDc-3YixG_2nRPq5IqEKGAAK3CQACwJ8YSQeIBXZvGosdHgQ,True
2499,Bu kutubxona ma`lumotlari elektron ko`rinishda bo`ladi va ular kompyuterda joylashadi.,AwACAgIAAxkBAAIajV-k8KcXhWTzvcmCwBZ9XyApHyBpAAKHCQACC0ooSS4H0EN0FT4EHgQ,True
2500,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,AwACAgIAAxkBAAIbHl-lHJ-g9T2bdH8tQUCi_ova2SEJAAKYBwACOPApSVJX5vrH4wr1HgQ,True
2501,"qaynoq ko'z yoshlari bilan yuz ko'zlarini yuvib, qayg'u alangasida tutaqib yondi, suyaklariga qadar zirqirab og'ridi.",AwACAgIAAxkBAAIZwF-k18zTJMORzKujsmwtzTkI1twbAAKdBwACkxspSV_RGblwbk34HgQ,True
2502,Qisqa muddatlarda kuz-qish mavsumida muqobil yoqilg‘i turlaridan foydalanishni amalga oshirish ko‘zda tutilgan.,AwACAgIAAxkBAAIbvV-lJpnY4DlvhRfGpPAHmH3hOWnMAAIPCwACt4owSRhB3OxTh59uHgQ,True
2503,"onasidan mash'um xabarni eshitgandan boshlab, tinmay yig'ladi.",AwACAgIAAxkBAAJhFWAzdRqzZGb-4NQ72sZeec2xeUC8AALWCgACFcqhSY-7yNdDwef_HgQ,True
2504,shifoxonalar va ta'lim muassasalariga yetkazib berilishi kerak,AwACAgIAAxkBAAJi9mAzgfHb7zk9M7uwfdKEPPGkp1LAAAJaCwACMbKhSRc9VUkLWJKkHgQ,True
2505,Lekin buni kamida bir yil sinash kerak.,AwACAgIAAxkBAAJfvmAzcCgNwPWoy7322Mh0SUJZpcBBAALGDgAC5bWZSTFUpf9wNZf7HgQ,True
2506,Bu kutubxona ma`lumotlari elektron ko`rinishda bo`ladi va ular kompyuterda joylashadi.,AwACAgIAAxkBAAJf_GAzcKYEKK_E-r6OGxCKv-2-QvliAALUDgAC5bWZSR6-5o8D9uCGHgQ,True
2507,Shu orada sudga noma'lum shaxs kirib kelib,AwACAgIAAxkBAAJgOWAzcR8d438geNWLHBmE-HgHbPjkAALiDgAC5bWZSasLArm9QGabHgQ,True
2508,O‘sha soatdayoq hammaga oshkor bo‘libdi,AwACAgIAAxkBAAJhUmAzdaLVQMI8AAEa-SMZ_0GmaHRPLwACEw0AAtkRmEllT3WpN-bJAh4E,True
2509,Zebo yigit bo‘libdur,AwACAgIAAxkBAAEBkJhgN7_oRkQz0iw4xiteJ4XXiQF_9QAC9w0AAmkfuEkiSzrzpDTS1B4E,True
2510,Qoidalarni va nazariyalarni ayniqsa ularni buzadiganlar yaxshi bilishi kerak.,AwACAgIAAxkBAAJ4gmAzt580OaA-KIKsxx_EENfqONFUAAJFDAACRuKZSTb-UZs_NdtnHgQ,True
2511,Xonimlar qirolning iltifotiga qoyil qolishadi,AwACAgIAAxkBAAKNbGAz7tw9e97WreuKzzoRp1f6A628AAJ4DQACmmSgSY1aB_lAUZI0HgQ,True
2512,Juda ham mazmunli suhbat qurdik!,AwACAgIAAxkBAAKAyGAz04jdWYcTqBUrb2jKgc80Z9xzAALXDAAC_I2gSbEwSoXCaENNHgQ,True
2513,Ular Parijga kirib kelishadi,AwACAgIAAxkBAAKWnGAz_vLzCkqLVl7YAhukG8fXV11qAALYDQAChf2gScVVlfoqS26WHgQ,True
2514,Va ayollar ham uni yoqtirardi,AwACAgIAAxkBAAKXXWA0AAFStPvKg3QegBSeG_OME5CkngAC-A0AAoX9oEm6kIOaSsa1rx4E,True
2515,Shu haqida oxirigi bir necha oy yozmay qo’yuvdim.,AwACAgIAAxkBAAKYEmA0AXHTkXEjAX61AdNGRyk9sjIPAAIYDgAChf2gSYuWpxziX8OuHgQ,True
2516,Men buni universitetda matematika o’qigan odam sifatida yozyapman.,AwACAgIAAxkBAAJ3wmAztrJ3DjILT9wwgC8m_EYqe2oHAAIwDAACRuKZSZUK4MVMjGhLHgQ,True
2517,Hali ham yosh bola ekansan.,AwACAgIAAxkBAAKNrGAz71-SK4cKvy_zGF2xfJXy0UaXAAKIDQACmmSgSQzL76Ow6QjKHgQ,True
2518,Bu kutubxona ma`lumotlari elektron ko`rinishda bo`ladi va ular kompyuterda joylashadi.,AwACAgIAAxkBAAKO7GAz8WtES-REuIZy6BGVhZkW4VbGAALtDwAC-gWhSfUVwQqM6YqRHgQ,False
2519,"Aprelda, endigina ellikni qoralaganida omonatini topshirdi",AwACAgIAAxkBAAKW3WAz_13nk260GLgJQipR3KTo-WmEAAK2DwAC_I2gSYEzeztB-1ZYHgQ,False
2520,Bozor iqtisodiyoti va undagi davlatning o’rnini shunga qiyoslasa bo’ladi.,AwACAgIAAxkBAAKXlmA0AAG2p1kBWqmEGat7TZXoCiT7OQACNgkAAnIRoEk-TIcgUN-BqR4E,False
2521,Seminarlarda faol qatnashgan barchangizga oʻz minnatdorchiligimni bildiraman.,AwACAgIAAxkBAAKYUWA0Agy5rpTp34R-B_2E6eUz8S04AAJeCQACchGgSZ7BI1_805w6HgQ,False
2522,"Gap qancha qarzimiz borligida emas, kimdan qarzdorligimizda.",AwACAgIAAxkBAAKZBmA0A4ryg_AYhpT95-HORt_OkfTMAAJ-CQACchGgSSKRabYXcQwKHgQ,False
2523,Manbalarda bir necha o‘n minglab qurbonlar haqida so‘z boradi.,AwACAgIAAxkBAAKZPmA0BCWx7NuJM0zoX00B_d3vYf8OAAKJCQACchGgSXnaL2Pfk2awHgQ,False
2524,"Suv suyuq boʻlgani kabi, byudjetdan tashqari byudjet ham yomon narsa.",AwACAgIAAxkBAAKas2A0CIpxNchAS3XZBJREaWCOPtmFAAKoCgACXKOhSRtIXaBnIky4HgQ,False
2525,Biz hozir davlat tashkiloti xodimlari  hamda aholini lotin yozuvi bo‘yicha malakasini oshiryapmiz.,AwACAgIAAxkBAAKhcmA0fDj7CEn1xDSJ10uoO3K4-tn1AALWDQAC_I2gSYosLoV3IA5UHgQ,False
2526,Bu kutubxonadan foydalanish juda qulay.,AwACAgIAAxkBAAIaj1-k8K8gYrNAmjSp7WsXPv1tpIYdAAKICQACC0ooSTdH0fWRP40nHgQ,False
2527,"o‘simlik va paxta yog‘lari, shuningdek, shakar narxi hamon qimmatligicha qolayotgani, bodring narxi keskin ko‘tarilgani oydinlashmoqda.",AwACAgIAAxkBAAIDw1-g9jPK_5fi_vsVU3PoiAi4IgP6AAIVCgACzHcISZDokLw7ei3gHgQ,False
2528,"Kutubxona deganda, odatda, ko`plab kitoblar terib qo`yilgan, uzun, katta javonlar joylashgan xonalar ko`z oldimizga keladi.",AwACAgIAAxkBAAJI8GApdx9OyjXL8H7NpeLGf_YUNtRFAAImDgACYQRJSWFe82dMNPLGHgQ,False
2529,Stress miya imkoniyatlariga qarshi kurashadi,AwACAgIAAxkBAAJiDGAzd0EfskdLAmw3kX6BNDheIxnhAAIsCwACFcqhSURyC6rB0Vt-HgQ,False
2530,yomon axloqning qalb sofligiga beradigan zarari esa qo'rqinchliroqdir.,AwACAgIAAxkBAAJiRmAze5tz_MsvXxfrhOksi5oLNrg-AAK6CwACFzCYSeDKsVpdw8pRHgQ,False
2531,Qirol islohotlarni bekor qiladi,AwACAgIAAxkBAAJfi2Azb9K44zPMuGpA56mumP3Ngf5OAAJ7CQACQh-ZSQPjzBd0Fup2HgQ,False
2532,Xonimlar qirolning iltifotiga qoyil qolishadi,AwACAgIAAxkBAAJhzGAzdrTNS9oufym6lWvmni1GhUfdAAINCwACFcqhSd-gf2b29S60HgQ,False
2533,bu esa iste'molni oshirish paytida tabiiy gazni teng taqsimlash imkoniyatiga ega emasligini ma'lum qildi.,AwACAgIAAxkBAAJi-GAzggYBF6d12lZSn66H5vbad9W6AAJbCwACMbKhSVlOYjZZ43_VHgQ,False
2534,Qish kechasi oppoq qor yogʻayotgan edi.,AwACAgIAAxkBAAJ4kmAzt7NcUwzJfU_O2tbUB54PISGkAALhCwACqxugSd1g71gNK7PXHgQ,False
2535,Hoziroq ariza yuboring va bizning safimizga qo'shiling. Bunday imkoniyatni qo'ldan boy bermang!,AwACAgIAAxkBAAKY1mA0AwFyMG5ht3kq3NVqDMredLZkAAJxCQACchGgScVf9FDXk5TeHgQ,False
2536,Ilmi ham yomon emas,AwACAgIAAxkBAAKYmWA0AoPRiMiqUILRvCpV428s03DyAALbDwAC_I2gSesf1J1clCDzHgQ,False
2537,Karantin va ijtimoiy masofalanish qancha hayotni saqlab qoldi va karantin tufayli necha kishi ishsiz qoldi?,AwACAgIAAxkBAAKc5GA0ckdjED6mj8DSDzSGi1BkBjTcAAIyCQACaOeoSZgxzWQ5K9swHgQ,False
2538,Siz ham roʻyxatdan oʻting. Doʻstlaringiz bilan boʻlishing.,AwACAgIAAxkBAAKOrGAz8PeA0ofsfNNcv5kMH8XZCTewAAKrDQACmmSgSWUrjUTK8CsNHgQ,True
2539,Asosiy mashg'ulotlaringiz nima,AwACAgIAAxkBAAKPLGAz8elldekFr5Sy20rjt_fpHd_JAAK4DgAC_I2gSZ7dvayzLhUpHgQ,True
2540,U bosh egishni bilmasdi,AwACAgIAAxkBAAKXHWAz_9vPCdSJ8wAB8Y-7rzwtcVQhKQAC7A0AAoX9oEmzxAUNa7nseh4E,True
2541,Amir Temur xiyol o‘ylanib qolibdi,AwACAgIAAxkBAAKYi2A0AnKuTakjXXEXwt2Arnao7yN5AALYDwAC_I2gSeVMZ5lWfdMTHgQ,True
2542,Konvertatsiya uch yildan beri erkin.,AwACAgIAAxkBAAKYymA0AuRaFGeOd715De-_SOQBre8jAAI5DgAChf2gSVLGhlr2mAZlHgQ,True
2543,Kuchli bo'lishni xohlasangiz yolg'iz kurashishni o'rganing.,AwACAgIAAxkBAAKZs2A0BbwzBS-Hgd_NfaVhievBRxJxAAL8CgACzOOhSSxoJw4Or24wHgQ,True
2544,Olmos karatda o‘lchanadi,AwACAgIAAxkBAAKZ8mA0Bkq95jntvaJTp2sfbD7y8Ah6AAINCwACzOOhSewd3WYAAR9QqB4E,True
2545,"Kirsam, yettita o‘qituvchi qator o‘tiribdi",AwACAgIAAxkBAAKaM2A0BsdP0YXkfZZcEbUNURzaA2aPAAJlCgACXKOhSRmZOK8S49i1HgQ,True
2546,Men maxluqni o‘ldirdim,AwACAgIAAxkBAAKac2A0B43UpG2dIQTlT4wYzR-ShxokAAKFCgACXKOhSWrAkWfFAd7-HgQ,True
2547,Hozircha o’xshayapti. Tavsiya qilaman.,AwACAgIAAxkBAAKb2WA0cNEAAVE_imlofwg2s12S49Yl0QACFQkAAmjnqEnaQRb40EM5xx4E,True
2548,bu sen haqingda qanday o‘yda bo‘lsa,AwACAgIAAxkBAAKcl2A0cdcDl_B5rDsBqNea1C-x24K6AAJ7CQACGRSoSTiPXbIM9jxiHgQ,True
2549,Barchangizni kirib kelgan Ramazon oyi bilan qutlayman!,AwACAgIAAxkBAAKdEmA0cpkIdGs2uzUBrkONDry9dpz0AAI6CQACaOeoSX_s3uzLy1WpHgQ,True
2550,Cheklovlar kompaniyaning bulutli xizmatlariga ko‘proq samarali bo‘lgan.,AwACAgIAAxkBAAKeM2A0dNFamghHDzsoU0WKSMtUGxQ8AAJpCQACaOeoSWAB6U4Ur0ODHgQ,True
2551,"Koʻrgani kelmasa, men ham uning  ziyoratiga bormayman",AwACAgIAAxkBAAKfcWA0ds_wvZIdDgABP3LYP8wUFtQ3vQACmgkAAmjnqEkN6d0UAoN22B4E,True
2552,bu sen haqingda qanday o‘yda bo‘lsa,AwACAgIAAxkBAAKfrWA0dzL8WVF_YFvEhIvL32QCm3tmAAKgCQACaOeoSYPQdsk5Ww7OHgQ,True
2553,vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,AwACAgIAAxkBAAIMOl-idGw1sXuTAu71Vnnk54f-UPDGAAKmCQACfcEQScH0j1hK37WYHgQ,True
2554,Tavsiya qilaman,AwACAgIAAxkBAAIWIl-j2ghuAp3eRtR3pP1Mqzflb0l1AAK4CQACwJ8YSba9mwAB8CXOIx4E,True
2555,"qaynoq ko'z yoshlari bilan yuz ko'zlarini yuvib, qayg'u alangasida tutaqib yondi, suyaklariga qadar zirqirab og'ridi.",AwACAgIAAxkBAAIav1-k-a1INNL7wke1ca_01Ikec83lAAImCwACTI0pSSCFXAvkYv6NHgQ,True
2556,"onasidan mash'um xabarni eshitgandan boshlab, tinmay yig'ladi.",AwACAgIAAxkBAAIZwl-k19xVBGWs7AgaSN1VNKE419dJAAKeBwACkxspSVlpWd-0jqMgHgQ,True
2557,Bu kutubxonaning elektron shaklidir.,AwACAgIAAxkBAAIbZV-lJEmWIhxHFqEHO3ZfuEG5TKrCAALWCAACRd8oSaan2_PM5Lo1HgQ,True
2558,kuz-qish davri boshlanishi arafasida tegishli bildirishnomalarni olgani aytiladi,AwACAgIAAxkBAAIbv1-lJqR-5iHp1V3q4AV20Ae_d3jhAAIQCwACt4owSXGJg7EAAUNeQh4E,True
2559,Chopar mulzam holda yerga qarabdi,AwACAgIAAxkBAAJhF2AzdR3relU3pgFb5629VTU08W8EAAMNAALZEZhJLNFMMIygg0oeBA,True
2560,Bu kutubxona ma`lumotlari elektron ko`rinishda bo`ladi va ular kompyuterda joylashadi.,AwACAgIAAxkBAAJgeWAzcbumuhMbz9au7fKyWdxeam_GAALODAAC2RGYSe9MstfGLjBQHgQ,True
2561,O‘zbekistonda dollarning rasmiy kursi yana oshdi.,AwACAgIAAxkBAAJhU2AzdaOQjw9Rj4j2ZwZ_zUqRD1ojAALmCgACFcqhSeZiUMNmUnkjHgQ,True
2562,Maqtovlardan mag‘rurlanish nafsni buzadi,AwACAgIAAxkBAAJjsWAzg4eXa8hx2quH705V0XAVIAOoAAKGCwACMbKhSdE_hCMEYcmeHgQ,True
2563,Labo elektromobilini yarim yil ichida yaratish ko‘zda tutilgan.,AwACAgIAAxkBAAJgAAFgM3CtJo1CwNO9JK17jwtbBnHqKAACyAwAAtkRmElmmg4dLKnuhh4E,True
2564,Shu orada sudga noma'lum shaxs kirib kelib,AwACAgIAAxkBAAJhlGAzdjpb_Rl7AedDNyEnjmkJg06kAAL7CgACFcqhSVVLKSHt3LFpHgQ,True
2565,Sharof akaga xat yozsangiz ham javob beradilar.,AwACAgIAAxkBAAJ4z2AzuCBIPmbQs9k3VWtUVMyF-QqGAAJRDAACRuKZSafzFH9-QZkfHgQ,True
2566,Yaratuvchanlik – bu aqlning vaqtichog’lik qilishidir,AwACAgIAAxkBAAKNbWAz7t3jJkhEkKcELzHtHf27-XFZAAKQDwAC-gWhSW8pbL9TdiLVHgQ,True
2567,"Agar sen bugun piyoda yurishni xohlamasang, ertaga yugurishga majbur boʻlasan",AwACAgIAAxkBAAEBh1JgN5h8upfqXfDdVyCKekrebNxolgACdwwAAmkfuEkV9vsLJXCqax4E,True
2568,Lekin bunga imkon berishmaydi,AwACAgIAAxkBAAKaQWA0BvPZs1d-VOmo8xhrNqdOJk_lAAJsCgACXKOhSROUmBidJcCHHgQ,True
2569,So‘ngra amaliyot xonasiga kirib ketayotganda,AwACAgIAAxkBAAKb52A0cOYILAhVBJQMFa3HyRznpsaeAAJeCQACGRSoST764z2IJSfVHgQ,True
2570,ta’kidlaydigan odamdir,AwACAgIAAxkBAAKcpGA0ce0N6FLXbKxvHKijqDzdAjuXAAJ-CQACGRSoSZxtl91hCRWhHgQ,True
2571,U bosh egishni bilmasdi,AwACAgIAAxkBAAKP7WAz8ttWu7yOu0zKTmuHgtdayzMmAAItEAAC-gWhSbEPrwMiJNvmHgQ,True
2572,Biroq qayg‘uli voqealar shundan keyin boshlanadi,AwACAgIAAxkBAAKagWA0B70rY_VLTZyZFwdnF5H_vOrFAAKOCgACXKOhScgLmGSJJx-yHgQ,True
2573,Ish haqi masalasi dasturchi boʻlishni istaydigan har bir kishini qiziqtiradi.,AwACAgIAAxkBAAKX4GA0ARIKd0EyqMGUQt_lI27v3hPZAAJBCQACchGgSbFN6MZ-4Hm9HgQ,True
2574,Elchilar g‘olib turonliklarga peshvoz chiqdilar,AwACAgIAAxkBAAJ30mAztsGBXLZzg5W4EVlERy3o5u9QAALUCQACLiGgSWyiqiLXQriXHgQ,False
2575,"deya savol berishsa, men esa unda mavjud bo'lmagan narsalar haqida o'ylab",AwACAgIAAxkBAAJ4UmAzt1_chf2lFDR_WyI-PfM5Gn2EAAI2DQACMbKhSV1lx-2PIi0pHgQ,False
2576,Siz o’zingiz dunyoda ko’rishni istagan o’zgarish bo’la olishingiz kerak,AwACAgIAAxkBAAKNrWAz72AWTHiXCwkXSL43M6DfB2v2AAKhDwAC-gWhSePtF6TIcdUvHgQ,False
2577,Ba'zida barchasi uchun tavakkal qilishga majbursan,AwACAgIAAxkBAAKOrmAz8P2oSy8jA-mWaZP6nwABgbC1UAACsA4AAvyNoEkqA1m8GgKcBx4E,False
2578,"Suv suyuq boʻlgani kabi, byudjetdan tashqari byudjet ham yomon narsa.",AwACAgIAAxkBAAKO7mAz8WzdpZ5rNL_ah98v_UCrvujIAAK3DQACmmSgSdU5HdT5cnfVHgQ,False
2579,Iqtisodiy faoliyat turlari kesimida korxonalar quyidagicha taqsimlandi,AwACAgIAAxkBAAKPbmAz8kD26hY5sk9GZd66iexTT3WuAAILEAAC-gWhSTwxMtHKOZLJHgQ,False
2580,"Suv suyuq boʻlgani kabi, byudjetdan tashqari byudjet ham yomon narsa.",AwACAgIAAxkBAAKZFGA0A7DLKgIJdneT4kV5EODzA2VHAAL6DwAC_I2gSXQWSZkVHbbZHgQ,False
2581,"Bu jarayonda mashinaning ichki yonuv dvigateli va uzatmalar qutisi olib tashlanadi, o‘rniga elektr dvigatel, reduktor va kontrollyor o‘rnatiladi.",AwACAgIAAxkBAAKbN2A0XO6Ko1Ywzmz4wFFvxNAFFXN7AAJ7CgACNhmpSSu3lKXCEq-sHgQ,False
