sentence	sentence_id	locale	reason
Xudoylikdi aytg‘anda, bu uyg‘a mening qadamim yoqmag‘ang‘a o‘xshaydi	07694c22b4b5142022ddb8ddd8f56af5f7c39a28c77d8adc718623dbe523e785	uz	"Eski o'zbek tili"
Mening onam matonatda eng ulkan tog!	079f9128ec257052e5421a0b91b6e18500a2c8717f3b3b43d32677a62d8833fc	uz	grammar-or-spelling
Giyohvandlik vositalarining noqonuniy aylanmasiga chek qo‘yilding	098afb73fb9e01076ea5796c70927d8026e1f655705438a4951c25e7ee1f2efa	uz	grammar-or-spelling
Darvoza tavaqalari orasidan koʼlini suqib zanjirni tushirdi.	0a3616417bdcbe51b385ebe1a41b9e3ce311f16931fd1e795ec548d193ed16ff	uz	grammar-or-spelling
"\Kitob ko‘targan odam\""ng"""	08eb04b632af4897ae34b9437af6d89db954438ff315e74d28038efb8edb0c3a	uz	grammar-or-spelling
Bazmlarning guli bo’lganing —	08ee701cee21fe1a7a39efbfb0f9b56a7734b74dbf736646e98333097eee694f	uz	grammar-or-spelling
Va ikkalasi ham ish nuqtalari	0980e21a2702a9663a5f66e6365c57cd3176fe62615d72cd14fb225ef79687d0	uz	grammar-or-spelling
Tergovda Gulzora µammasi bo`µton ekanini, pora so`ramaganimni aytsa-da, men rad etdim	080f8a117a1b347d7538e382c452562ccb0e9a3eef22f330af86487e440d60aa	uz	grammar-or-spelling
sholchaga solar	0a470b314b7e57a3e3a2950e52b0f53544207d88ce19d2ec0eaf2db741e7ce20	uz	grammar-or-spelling
masalan, Shimoliy Koreyada soch turmagi huquqiy ahamiyatga ega bo‘lib	0a2a2c37c168d4832761ae4865615cabba4231f45548ba75558c601764293fe5	uz	grammar-or-spelling
Tadbirkorga moliyaviy zarar yetkazishi mumkin bo‘lgan qaror bekor qilinding	09450e09f0104a6dc937d693a490d3b696e9469de6f09b0207cb8d705fdddbfb	uz	grammar-or-spelling
Solixa: Hada..Kani aytishuvga marhamat	0935fd43f63dcd061de0f52136dd5af0d5054f3b23334e56b563483bdbfb8f4e	uz	grammar-or-spelling
Pityevaya voda, drinking water	029c8e140ff840811665a1734ecca05a0447b4b7fb992ccce113b9b2c24addb8	uz	different-language
"Mintaqa davlatlari"" Sen zo'rmi, Myung unserviceable ""qaʙilidagi nizo pinhona sobiq ittifoqi xabar edi"	077b0dcf0afe67fcd1b8b03753ad76eda24a40884e4d1f976da7b0a005777878	uz	grammar-or-spelling
Dahriyligi uchun maqgovga sazovor bo’lgan.	088e7e5a62268220bb06e3006610c1ecc319fac13dd7c692cc39137ed86ff8c6	uz	grammar-or-spelling
Munis qulingizda gulmas qadoqlar	0811f26b7f6d682507eacb86cb83e81d7e33b2e09499e51f91993ed285a4cc98	uz	grammar-or-spelling
Kto yavlyayetsya zvezdami Uzbekistana po shaxmatam?	0a17916608a4f1a300d5ee2a165586004c72a78911f386ec2bffb59847b47cde	uz	different-language
Kto yavlyayetsya zvezdami Uzbekistana po shaxmatam?	0a17916608a4f1a300d5ee2a165586004c72a78911f386ec2bffb59847b47cde	uz	grammar-or-spelling
???	0617e3db09bd1e3553d100a91e2c364fdf6157e6324ec2a1d0154b0102acf79b	uz	grammar-or-spelling
???	0617e3db09bd1e3553d100a91e2c364fdf6157e6324ec2a1d0154b0102acf79b	uz	different-language
???	0617e3db09bd1e3553d100a91e2c364fdf6157e6324ec2a1d0154b0102acf79b	uz	difficult-pronounce
???	0617e3db09bd1e3553d100a91e2c364fdf6157e6324ec2a1d0154b0102acf79b	uz	Text emas, not a text
Shunaqaligini bilsam-da, bu gal bu kechani boshqachroq nishonlamoqchi bo`ldim	078d04bffae8e56ac84887f1e59770963e9f06b430c916c73ed77117b570c3f1	uz	grammar-or-spelling
Qissadan hissa: Taklif qilish bosh¬qa, uni bajarish boshqa	0a072e68f1b4625f6b54cb036797b49a7515d58beacd90e575935e86dd86d597	uz	grammar-or-spelling
Kim hamisha vaqti chogʻshunchaki ahmoq, degandi shoir	0b2cc113c7db32e35e354cefca66e875d980ab2bd4c95838f716870df9560532	uz	grammar-or-spelling
"Andijondao'nmlrd so‘mdan ortiq qiymatdagi «mato» amaliyotiga chek qo‘yildi"	0ac8049f4f423f0723fde50544061dd04347e952f7b2f72cfe69fce5a5a0d3c8	uz	grammar-or-spelling
Solixa: Hada..Kani aytishuvga marhamat	0935fd43f63dcd061de0f52136dd5af0d5054f3b23334e56b563483bdbfb8f4e	uz	grammar-or-spelling
Tikuda nima ishingiz bor	09e99a6f6de06e36f05a88f4097ec9f08b43b5054f9da100e2d382f35f4528ca	uz	grammar-or-spelling
"Agar ko'llaridan kelsa, hammasining farzandi ham tarbiyali bo'lmasmidi?!"	084b50d073f7fef83ed653ac1677f9ee69d2057b111477308b1dce0d0e4c5c23	uz	grammar-or-spelling
Lekin Roza uning oti shunaqa edi	0a9fff048293496f537db4dc9cb10c5c759ed179e04d9ce0551078c8ddd0c476	uz	grammar-or-spelling
Assalom Sohil turar joy majmuasi to‘rtinchi liniyadagi uylarining sotuvi boshlanganligini e’lon qiladi	09fc80abe835f242a3352ba87be99b81cf522253f20702eb595356ac3b905561	uz	grammar-or-spelling
Amir Temur imperiyasi tarixiga bag‘ishlangan yangi asarng	0a770ebcfffb784c9a199f0fa38645c6778f94b7aebd63e600543bb297a1e8b0	uz	grammar-or-spelling
Continental mehmonxonasiga xush kelibsiz.	0abc20d6a8c2a2707988281968082c4a2abdcf12562efa4032b13ba06df19617	uz	different-language
Endi etib bordimi xomkallangga	0718d3ee0fc9097b22ac71bc3f547e85f98b18d684db587178b87ec42a77b413	uz	grammar-or-spelling
Ayblanuvchio´nyilga ozodlikdan mahrum etilgan	07c6c1e339e13d8d20eed9606e573786f42d64b9f6a0375d394526ddaf847308	uz	grammar-or-spelling
Prezidentlikka nomzod Alisher Qodirov: “Bu yurt azizlar qadami yetgan mo‘’tabar zamin”	09b0f7cadd9a8908346fbd4825d529ebb6996efae719359a34b76ea0a8490ec5	uz	grammar-or-spelling
"Qayta moliyalash stavkasi o'zgarishsiz qolmoqda! Markaziy bank o'rinbosari izoh ʙerdi"	0c0f03ac5433cac17f495555b42e162ba2afff1f4c0807abf5e281306855b7c9	uz	grammar-or-spelling
Qaynotasiga ham har kuni ertalab o`lganning kunidan salom beradi	0a40996a3ac9d3114dcc432627a610327220f7d9c10edc575aafa8bcfce1b52d	uz	grammar-or-spelling
chiroyli edi, yurish-turish ham yomonmas.	0cc5efa1d3c64d05caf16f192ea61fc229d2cdd43105d0ba3a22766481a09d97	uz	grammar-or-spelling
Bir paytlar o`rtog`ining qizini so`rab borganda, o`qishni tugatsin, keyin uzataman	0a5dd37e95e262c3d56594086336c037f4e31143eaa3155ee0278ec3d6441262	uz	grammar-or-spelling
va shuning uchun o‘zingizga zararli bo‘lgan ishni qilayotganligingiz uchun urishadilar.	0d02f2c4abd033e23d125a9f7b2a6db585d7798c5144b3d09b4856f37b049d80	uz	grammar-or-spelling
Bittasini kulida to’rtta non. Qolganlarida ryugzag	077298ccbd9cea228d12c5476c147298bcc9743dc893dfabe35e30a326588567	uz	grammar-or-spelling
Uzing bergin har neda panoh	0da0ecca041f22613fed4b749fb9f884bdbae85ebb1a64ba2d03cd2aa62783a3	uz	grammar-or-spelling
Ikkolvshib meni tinchlantirgan bo`lishdi	07a93bdb9e39f7f3dabebd2b99ac7854c2980b4579b5c6d44fd316c39ccd8acb	uz	grammar-or-spelling
U tobut tepasida boshini ham kilib, ko`zini yumib turardi	0cb994e3ea6d955214da11ca5ac1735def1a4a4ab62cdd4636e421695c63aa9a	uz	grammar-or-spelling
???	0617e3db09bd1e3553d100a91e2c364fdf6157e6324ec2a1d0154b0102acf79b	uz	"matn yo'q"
«Xo‘p, qayta quruvchi demokratlarchalik ham boraylik, — dedi Botir firqa.	0e0d602a668eec86ec48bb82ea200bc82404dcafa0a158b46208109ab47b022e	uz	grammar-or-spelling
"Mintaqa davlatlari"" Sen zo'rmi, Myung unserviceable ""qaʙilidagi nizo pinhona sobiq ittifoqi xabar edi"	077b0dcf0afe67fcd1b8b03753ad76eda24a40884e4d1f976da7b0a005777878	uz	grammar-or-spelling
Murod, sen champion bo‘lganing uchun ko‘p gapirgim yo‘q…	0d5822959b32b2d5186f7bc21973aeebeeb617fef3b1d97bd3cbdc51801289b4	uz	grammar-or-spelling
Xotingiz boshqasini sevib qolgan, sizdan qutulish payiga tushgan	0e4fdfda31bdff6654f4366dd5a55e80d217abc1e8617aafa59a7c30b055209a	uz	grammar-or-spelling
Ishini yokdirar, charchaganini bilmas, berilib harakat qilardi.	0f5b4ff4950cff03e6fd6ef4e20827d5ef4753695a15fa4a17b8eca2a614987b	uz	grammar-or-spelling
Yolg’on bo’lsa ayt-chn o’zimga!	0dfc3cbb6cb344f421ac77fb0ab5807ceeb108b6471268dbfcca24eb26a44310	uz	grammar-or-spelling
Ijodi ibrat rassomng	0ed9747359ede10562ffe7cd514ca9dc7edfd26d41b0e91f6f7fba41549a4a88	uz	grammar-or-spelling
Bahor kelishi va kunlar isidi.	1159739cf81d83d71d8d61892cdca6584e09739d8f4b3b57a7ea3ebf56060b53	uz	grammar-or-spelling
O`zingiz bilmagan holda turmush o`rtog`ingizga ziyon etkazgansiz	1229c09540ade929294d7bcb7f4e0c7ff3e51548d0b44a6dbae196c874472edc	uz	grammar-or-spelling
Aayollari unchalik ham erkaklar qadriga yetmaydi.	1250aa6404e12b15065007448350b1948efcf38beabbd740640c78a990d1f340	uz	grammar-or-spelling
Oldinroq qaerda xizmat qilgansiz?	120bc49f110c1945851f8eaaef846c9a858287f76d7ec9260faed7357b27d7ed	uz	grammar-or-spelling
"Biroq, Rashidov ""er osti temir yo'lini"" Toshkentga burishga muvaffaq bo'ldi"	126b19f32e0858be640142391385eb799f0a471d229c5e7c3982be4737c7c8b3	uz	grammar-or-spelling
Yomg‘ir ostidagi Toshkent, bo‘yalgan jo‘jalar, Xellouinga tayyorgarlik	0c18812ce9f0562b5755d66fce53a13da1895f5cebaf9297a5010081f6deb50d	uz	grammar-or-spelling
Yosh merganlar bahslashding	11b4fa9303c459c5bc52a8d77555976f96161a2f31979a81c09ea059a524c66a	uz	grammar-or-spelling
Сўзни севган ер тизламасин!	1260ae1cc427d56377fd289e3e4d0df6e79bbc5337d026d224841cbecb4fc400	uz	grammar-or-spelling
"O'g'li yonida bo'lib, tahsnl chala-yarim qolsa, bu ham yaxshi emas."	1272491a5aa0bc749a12415795d2779b5b269885cfa5ddca0c67f95e56be0855	uz	grammar-or-spelling
Yoshlar muammolari doimo e’tibordang	12a72016d16fec5d916d519dd34820b7a5a8da71fac41f9e3ba2c4bcd8d6fa9b	uz	grammar-or-spelling
Favqulodda vaziyatlarda zamonaviy yondashuvlar muhimng	130a470b9331d1dcf05c3090d0fd008abd94d5ba4b57d77525da789926a53552	uz	grammar-or-spelling
O‘zbekistonda amalga oshirilayotgan islohotlar xalqaro ekspertlar muhokamasidang	1005258a8bcccf6ab68bef2bdf0cac219804def02ea15529eb717a080bb087e7	uz	grammar-or-spelling
Bojxona xizmati isloh etilmoqdang	1432bdab2adc6d043c9735bf24850b7869879f28aab7a56a58e222ebba4511a9	uz	grammar-or-spelling
Mening qalbimdan go’zak hislar o‘tadi.	1421ea09ba4ebb00946294ebaee1e9f5979234b3e4913fa06e29a69d5854686b	uz	grammar-or-spelling
Darrov do`xtir chaqirishibdi, hamma bolalari etib kelishibdi	12957e0d9753bf3010e96a54cd9dba4b0fe8a91bb289a223a49d0d2481503efe	uz	grammar-or-spelling
Mahallada nima gapla?	11fb2ba599a638cccc755544228b441997bad4f166d761e12319bd5c1b11b2a1	uz	grammar-or-spelling
Yoshlar muammolari doimo e’tibordang	12a72016d16fec5d916d519dd34820b7a5a8da71fac41f9e3ba2c4bcd8d6fa9b	uz	grammar-or-spelling
So‘zlarni ma’nosidan ajratib	132e6097d92d2554bf92339c8b8869873ef45ac837f6f90400f2570ef2896b3b	uz	grammar-or-spelling
Kim tabibdan.	13a7a189493c0d598eec7c2eb21ca255503ced9608327a37b6778187709a9075	uz	grammar-or-spelling
bolalarning ko‘pchiligi rad etilishdan ko‘rqib muloqot qilishdan qochadilar.	14bb7dace081bf44a0b22f18c08d0fa0d4f324addf7be83cd8b72011903b6090	uz	grammar-or-spelling
O‘zbekistonda amalga oshirilayotgan islohotlar xalqaro ekspertlar muhokamasidang	1005258a8bcccf6ab68bef2bdf0cac219804def02ea15529eb717a080bb087e7	uz	grammar-or-spelling
«Chun «Lisonut-tayr» ilhovi bila tarannum tuzubmen	141616e314b2df56068b778e9a3f3203487d6bc7997e644ee7d19ddb312247cb	uz	different-language
Shuning uchun ular xayolimga kelmabti	14d4481acd4d79d478e63c733b3bb9d68bec6fed85013d9766c79e1fd4a2ead7	uz	grammar-or-spelling
Meva-sabzavotlar eksportida uzumning ulushiikkibaravarga ko‘paydi – Shavkat Mirziyoyev	0e6f26432c84b1192e7c33ddf64d4f36726660c160738696655c569e629a51c2	uz	grammar-or-spelling
Mahallamdagi mazkur yetti yuz gektarda yerda hozir, shartli ravishda, yetti «fermer» faoliyat yuritadi	13eec3f798c736e583870add415e8e71de9056f0d0c0c91a025c0b7ce949c2aa	uz	grammar-or-spelling
Do‘stlik ko‘ychisi	14cf78334c2310008087c1d7775b44bde5e384cf29a9f7dc8fc608dbd95b632d	uz	grammar-or-spelling
Saxovat va xayriya tadbirlari davom etmoqda	14c6c68f3bc2b730e797bf80595e685fc26589b83c5873c96c7155c7d86d050c	uz	grammar-or-spelling
Bojxona xizmati isloh etilmoqdang	1432bdab2adc6d043c9735bf24850b7869879f28aab7a56a58e222ebba4511a9	uz	grammar-or-spelling
Obdan qarib mayizdek boʻlib qolgan kampir yigʻma kresloda mizgʻib oʻtirar, uxlayaptimi, oʻygʻoqmi, bilib boʻlmasdi.	133c74e80eccabd4ab1256595b49fc9d6f6b2bc20a586c77be92cdce57f27566	uz	grammar-or-spelling
Mukofotni Toxtining qizi Javhar oldi	14ffeda51c803f8ed248afede1140fea17696e42825a741c80a50ce5f98cc8dc	uz	grammar-or-spelling
Bizning qishlok ko’chasida ham	150115a93d5343c81c06250b02f78c4db3d9b1ff5bc8a9e21d654f866369e74e	uz	grammar-or-spelling
Yosh merganlar bahslashding	11b4fa9303c459c5bc52a8d77555976f96161a2f31979a81c09ea059a524c66a	uz	grammar-or-spelling
Bir pasdan keyin operasiya qilinuvchi bemor Ochko`zboev huzuriga kirib dedi	156d5fd92da5420401d219aa99ff21f41fce6dfe3b2d39033f5d2e90ddabe80d	uz	grammar-or-spelling
Baqiroqsoy - Aygaing daryosining chap o‘zani, soy. Baqiroq.	14f45872e61ac364896ddf571403469816a4ff3cd3c7c0c032e52af53df550e6	uz	grammar-or-spelling
Mulohaza qilinsa, bularning tagzamirida koʻrish mumkin.	1822399ca5337b285b953ae3a669b0258df08a6d027d37957f6f6f72a824768a	uz	grammar-or-spelling
Pana-panada ishlaydigan odmi joylarni ham biladi.	198089c4370fe6e75cad0a2fb04d9e81240d662c79ea37a814d317f51c9fec9e	uz	grammar-or-spelling
Telefonini o`chirib bu qiz qaerlarda yuribdi-a	18b25a18f948f99a79c07a64386f0cdc9a0b7d0ba5ad264aed461a1bce51757b	uz	grammar-or-spelling
Yashillikka burkansin olamng	19479c669c42aa37c0e28e74dec51b2dbf1153cc628de4947eb54f3d2061a1b7	uz	grammar-or-spelling
keyin shunga qarab eng xavfsizini tanlay man deb yurgan	186b6f675e8540a6d2a8a7e8a9b3982cc9b2dec5fd322181a7492c903950b951	uz	grammar-or-spelling
Sud raislari murojaatchilar bilan uchrashding	195be186131cf71d3b2c4d9be6ded7631403349507938f36a93731eb5737a402	uz	grammar-or-spelling
"Tink O'qituvcilarning jashaşiga Bering ruxsat!"	184858e98352269d92aa98ef3bbdcdd619d49919c6c2680fc59a9448142ccbf9	uz	grammar-or-spelling
"Tink O'qituvcilarning jashaşiga Bering ruxsat!"	184858e98352269d92aa98ef3bbdcdd619d49919c6c2680fc59a9448142ccbf9	uz	different-language
Uchinchisi esa shifokor bo`la turib, bemorlarning cho`ntagiga qarab, operasiyalar o`tkazgan edi	1998dfc57297fe5a08f8f496c2afe08eaa831d4bbe0d5585397d7807e1db7d46	uz	grammar-or-spelling
"Bizga ko'pchilik emas, balki tanlangan nuqson etarli"	189151a491fb3b6beeecec1290acf60a413fac7c96a061de13846926009879da	uz	grammar-or-spelling
Hindistonda ham noqulay ob-havo hukm surmoqdang	19250ae986f82cc3ce3e20ec390330a2dd3cefb9d9d229d3c258e6a1a1180f7d	uz	grammar-or-spelling
Oradan ikki kun o‘tibketdi.	19c541e7334c80a6008f50da7be1d308889daa88d39d6de02880187b266a1f9c	uz	grammar-or-spelling
Yoshlikdan topdim men guzal tarbiya	1b3ce7ab56d41cc83588f3621fda36de3aa6237252fd82cbf525a3b9d67205c7	uz	grammar-or-spelling
Hozir sog`lom, go`zal ayolsiz	1b29df623422215050db547ffe45f4a3968d89fd918eae8ff90445f7e32f5384	uz	offensive-language
Hozir sog`lom, go`zal ayolsiz	1b29df623422215050db547ffe45f4a3968d89fd918eae8ff90445f7e32f5384	uz	grammar-or-spelling
Hozir sog`lom, go`zal ayolsiz	1b29df623422215050db547ffe45f4a3968d89fd918eae8ff90445f7e32f5384	uz	difficult-pronounce
Murojaatlar Xalq qabulxonasi nazoratidang	17902b7cfab2c2b1a57e3bdb45db6ddb703d4f685b185861b5295c8ed14a145a	uz	grammar-or-spelling
U keyin Abdumalik to‘ra bilan gaplashgim keladi.	1a7d2ee28f1a1b5e9c624f144d1063d108a8b93658a1507c0421481effdd01db	uz	grammar-or-spelling
Ularni almashlab ishlatish mazmun-mohiyat oʻzgarishiga olib keladi	19edb0e59a5909f0f3c41af4f8714ccc5e9c8f8e05d755b8932acc2809280a9a	uz	grammar-or-spelling
Uch kun suv ostida qolgan bo`lsa ham biror joyi lat emagan yo tirnalmagan	1c207263e82c8a844912109133fa93de1951f13b919130e799b3f9be93757208	uz	grammar-or-spelling
Otingdan o‘rgulay go‘sh!	1bf24f566b2b57164c5608e49ace2a162808afe9da2326ed37bc7bd31aa61ece	uz	grammar-or-spelling
Aslida «Whatsapp» messenjerini yaratgan	1b57d1b7ab34374caf5c4de1da1d4ce058b40e8b0be9ec593857424523861502	uz	different-language
Mazkur holat biz, sosiologlarda jamiyat kelajagi haqida jiddiy tashvish uyg`otmoqda	1bd59c4f9aca5df2a463b5de9f932316d1bc31474527f0b46e66049402c7ac44	uz	grammar-or-spelling
Oʻzbekistonning yirik kinostudiyalari birlashib, yangi assotsiatsiyaga asos solishdi	1b34659eab1e2a3ba385cd7d78895f0e43287a9f679d654dcd690e1a11a4bacb	uz	grammar-or-spelling
Chumolini hosilni o’zi olmoqchi bo’libdi	1b8bbdad23712ac5d5d38fad4b0fba00079c46ee4d0e0d7ede9d3a6f53c6f79b	uz	grammar-or-spelling
"Endi uzaman deb turganida otasining ovozi darhol ko'l tortishga maj etdi:"	1aeed6d96f0ccda41c303e7b70bd2a2b08b9ce818ddd74d46263b29ce4d8f86b	uz	grammar-or-spelling
Suyanayin desa togi yuq	1b08f8f52e12d2afe7df32e96fdc84634f6d0f7f9063a25bfbcb0f8d5ad19b79	uz	grammar-or-spelling
Lekin birovingniyam betingga qayrilib qaramayman!	1bcf814b1e498eb0267c71367ef23814837cc50b075c09bb11e55443f650743e	uz	grammar-or-spelling
Sportdagi natijalar tibbiyot bilan chambarchas bog‘liqng	1c6d9fd3303859ddf9327805d11a751a459684038b63aa25fbeedc4a57ef15b8	uz	grammar-or-spelling
Qashqadaryo yashil shaharga aylanading	19f29f2f478ff2a4b7873b366c8169751edb3a3d072a9f813d311c7c1f32510a	uz	grammar-or-spelling
Katta hayajon bilan Prezidentimiz turgan sahnga koʻtarilaman	1ca17daecb87707c28e0dcc733ca4d35abbb87756c92f2b920454eb4fc174628	uz	grammar-or-spelling
Uzing emai kiimai ulashding menga	1a67a7617dd7ad9fafe60981376699238e9c6a514f4d240a376ed45c484f0125	uz	grammar-or-spelling
Qashqadaryo yashil shaharga aylanading	19f29f2f478ff2a4b7873b366c8169751edb3a3d072a9f813d311c7c1f32510a	uz	grammar-or-spelling
tubdan o‘zgartiradigan qadriyatlardan unib chiqishi, o‘ziga, boshqalarga	1ab8679866079df6b2440e43a73b9776c64a2d9c65b77fc345514d5be2904184	uz	grammar-or-spelling
Oyisi har somsa qilgan.	1caea3efc36477b02ba4b93f01103cc97e286b63270adb4dab8d9ebf35f926ee	uz	grammar-or-spelling
Bu ayolning xotiralari, avtomatchilar vzvodining komandiri Lyubov Ivanovna Lyubchikning xotiralari	1b051b7d96ae2ded712aab7fafb6d141a7322c0386d2fd8a5cc92f7e8f43244b	uz	grammar-or-spelling
bajarilishi shaxsga doir ma’lumotlarga ishlov berish chog‘ida	19d69211a2aac2a9be233b94c40bfebba1bb82dca4e542c90b854ece4e623a2f	uz	grammar-or-spelling
oʼzal qilib olgan korchalon	1ca3070a561af29581c972adaa2bd3d5cba8f0a891fa062f7c42913aae2215c0	uz	grammar-or-spelling
Litvada noqonuniy migrantlar oqimi sabab favqulodda holat joriy qilinishi mumkinng	1cffe51c61e623baf2721cdf612502367df834eb85d2e842852f601b878ec99e	uz	grammar-or-spelling
Yashillikka burkansin olamng	19479c669c42aa37c0e28e74dec51b2dbf1153cc628de4947eb54f3d2061a1b7	uz	grammar-or-spelling
Dust tanlashda xushyor bulgil xovliqmayin	1df5a7250a45a564885d55be0ea01a9b3450fb6e76559f4794ba4eea5bd0cf18	uz	grammar-or-spelling
Yodimda qolgani bir marta Ilk ishingizni nimadan boshlagansiz	1df5f20bb916f0d23c6e692dd0dd32bf455b021e585263f707b50943b717e717	uz	grammar-or-spelling
moslangan hokimiyatning o‘ziga xos xususiyatlarini yetarlicha angalmaslik	1e46f9d94fc515958c325dcb0f6a3cca146239ea0f8fa14418084bb74d8ac9a7	uz	grammar-or-spelling
harbiy yurishlar davrida xon o‘rdasini qo‘riqlagan va “keshik qorovul” deb yuritilganlar.	1dc7acf5d2f4d6e0d5cdafc42a27a866e9f96cb4a54d477467a0be28555a2b16	uz	grammar-or-spelling
Tadbirkor yerni auksionda yutib olgan, nega hokimlar muammo tug‘dirmoqda? ng	19aba3f93f3411fdaf2271d38932033bf364ed7fdfc50f3e155d047920bc5212	uz	grammar-or-spelling
– Hey, qayerdan kepqolding, o‘zi? Bu yoqdaligimni kimdan eshitding?	1d7ce2065f162777c04e9f5082c908839692d649cad2d792e2aa1af0edad7331	uz	grammar-or-spelling
Dasturchining junior kichik	1e2bdebb9bfafc519729c002dc1f70250b0476f5d6f787e789ae4e2fa6c43458	uz	different-language
Yashillikka burkansin olamng	19479c669c42aa37c0e28e74dec51b2dbf1153cc628de4947eb54f3d2061a1b7	uz	grammar-or-spelling
Hindistonda ham noqulay ob-havo hukm surmoqdang	19250ae986f82cc3ce3e20ec390330a2dd3cefb9d9d229d3c258e6a1a1180f7d	uz	grammar-or-spelling
jamiyat ijtimoiy immuniteti yuzaga kelishiga	1ede176c954feb7b82995af83c593aac36b58f5dc72a421130ff7d941bde43ee	uz	grammar-or-spelling
Gudak bolaning kiprik qoqmay, sizga tikilib o`tirganiga e`tibor qilganmisiz	1d52b30b52eb90e2bc0a2bdf759673571302677fe9e42d4847299a82f0c2f95e	uz	grammar-or-spelling
Shodliqlari g’amda, oltundan qadrli umrlari kasalxonalarda o’tar	1c3bb3d531e46cf9d31ad27d2b4f7abd2cd600d2b8b5dc69a121aa5f8f4b793b	uz	grammar-or-spelling
Rossiyada qaysi sohalarda bo‘sh o‘rinlar ko‘pligi ma’lum qilinding	199576c0161b28c20c41993e2b4d1da1e4d9fdb216568f5624e0be2ffb6959d3	uz	grammar-or-spelling
Xo‘sh, xalqimiz homoseksuallikka biroz bo‘lsa ham yon bosmas ekan	1c37893508b716f73fbff0f709117590cbfdd50412c31da424ce80c0efd9481f	uz	offensive-language
Bir kuni menga qo`g`iroq qilib	1f32631bc6dfabba356dfad70901a59d50a79eea11fd709a793d3198671a495c	uz	grammar-or-spelling
Tadbirkor yerni auksionda yutib olgan, nega hokimlar muammo tug‘dirmoqda? ng	19aba3f93f3411fdaf2271d38932033bf364ed7fdfc50f3e155d047920bc5212	uz	grammar-or-spelling
"- Firma ochaman, ""Murad bildingiz"" degan..."	1eb68649601d9b45a464632f19b295ba9624c9d653ca6a00943dfb8433f04ac4	uz	grammar-or-spelling
To’masxon o’q ovozini zshitib momandlar Banorasxonga yordamga kelmshini yaxshi bilardi.	1d7bbe4ea58a434e7e3dafbff98006ec2abbeee595e6f2652efe99cedd4f4ab8	uz	grammar-or-spelling
Ushbu o‘ziga xos kuchning ko‘lami saylovchilar, tarafdorlar yoki	1ef0e6cd65f9248dd6b16de39789d9de0a2e0643dac8bce948d6baeb4c57115e	uz	grammar-or-spelling
Viloyat hokimi narpaylik yoshlar bilan uchrashdi	1e634c5d41233f64f4656ea7fc4e5fcb59ba89db9a2467e318ad548053d130ad	uz	grammar-or-spelling
o’ridek quturib turgan qabiladoshlar bor.	1f139b2058c76048df3ae78454767fe0f10b94a062e1b74326058b000564bbda	uz	grammar-or-spelling
"Muvaffaqiyatli erkak bu - Xotinining rasxodidan ko'ra ko'p pul topadigan erkak."	1dd5eb09b020c6b9a626fe37279d05f211e9b345e3a7acc04aad3495734d0905	uz	grammar-or-spelling
Bukun bayram	2046731e052312af1fd0bb93c7a73b9c40f3d1af5da616e09c903b1760185160	uz	grammar-or-spelling
Kampir: xa bel bumay ulsin..Ogruirganidan zerikib oxiri uylamayam kuydim	1f13d31a1f687cce63a184a96be4916bd8f577f778115c74782f9bbfddc390c3	uz	grammar-or-spelling
Ularning ham hayotidagi aytdi-qo`ydilarning birinchi emasdi	1f34855f1d66a21768bab16170fad8f8d59498119c76445409c7ef577c1ccbcd	uz	grammar-or-spelling
"- Firma ochaman, ""Murad bildingiz"" degan..."	1eb68649601d9b45a464632f19b295ba9624c9d653ca6a00943dfb8433f04ac4	uz	grammar-or-spelling
Notiqlik tanlovi g‘oliblari taqdirlanding	1f5ab66e26859ccfb15cbca3539c67281d4a14f553623612a75406947663f96e	uz	grammar-or-spelling
To’masxon o’q ovozini zshitib momandlar Banorasxonga yordamga kelmshini yaxshi bilardi.	1d7bbe4ea58a434e7e3dafbff98006ec2abbeee595e6f2652efe99cedd4f4ab8	uz	grammar-or-spelling
Komandiri mazasi yo‘q bola ekan!	1de46e8af2bc982d049b255d1a29e050153cd8b703071b2a1cd8d5edce3cd757	uz	grammar-or-spelling
U gapni ancha uzoqdan boshlb keldi	1f490642dbfb32e9f4fde4008451236e985a0bcd3ffa6d52e7fce76f1c4488b8	uz	grammar-or-spelling
«Elektron poliklinika» tizimining shifokor va bemor uchun qanday afzalliklari bor?ng	1fdcd5260e4103d915dfeed35bd417aa9524738f7698489bb1b0d8d3c5813e31	uz	grammar-or-spelling
Yurtimizda qancha maktab o‘qituvchisi vaksina oldi?ng	1e67c756850cf932054d82dc4a6c903ae3607ed91c854a560573c45059366e3e	uz	grammar-or-spelling
Tixon keldi.	1e1be51c4826f0a7446e70ca33d4d0ffe5c756784a6f2d730f79b6f1016a38d7	uz	grammar-or-spelling
Sarkozini Kaddafidan pul olishda yana bir bor ayblashdi	1a38171e6e27435cf2399fc232b669a884b2d350272175a5eeabcbef19d94d0e	uz	grammar-or-spelling
yo´l transport hodisasilar oqibatida bir necha fuqaro tan jarohati olgan	204638d2f5b35579f8b2c86b72101b90c0724f5cdc9164b5f0a4c1723fc2a1ba	uz	grammar-or-spelling
Markaziy idoralarning ayrim vakolatlari hududiy tashkilotlarga berilading	1d2ad3238ff7be5381058d7253aa14eaebc0ad03d9e1239920a43d82b386b0fe	uz	grammar-or-spelling
